Submission ID,What is your age?,How many cups of coffee do you typically drink per day?,Where do you typically drink coffee? (At home),Where do you typically drink coffee? (At the office),Where do you typically drink coffee? (On the go),Where do you typically drink coffee? (At a cafe),Where do you typically drink coffee? (None of these),How do you brew coffee at home? (Pour over),How do you brew coffee at home? (French press),How do you brew coffee at home? (Espresso),How do you brew coffee at home? (Coffee brewing machine (e.g. Mr. Coffee)),How do you brew coffee at home? (Pod/capsule machine (e.g. Keurig/Nespresso)),How do you brew coffee at home? (Instant coffee),How do you brew coffee at home? (Bean-to-cup machine),How do you brew coffee at home? (Cold brew),How do you brew coffee at home? (Coffee extract (e.g. Cometeer)),How do you brew coffee at home? (Other),"On the go, where do you typically purchase coffee? (National chain (e.g. Starbucks, Dunkin))","On the go, where do you typically purchase coffee? (Local cafe)","On the go, where do you typically purchase coffee? (Drive-thru)","On the go, where do you typically purchase coffee? (Specialty coffee shop)","On the go, where do you typically purchase coffee? (Deli or supermarket)","On the go, where do you typically purchase coffee? (Other)",What is your favorite coffee drink?,Do you usually add anything to your coffee? (No - just black),"Do you usually add anything to your coffee? (Milk, dairy alternative, or coffee creamer)",Do you usually add anything to your coffee? (Sugar or sweetener),Do you usually add anything to your coffee? (Flavor syrup),Do you usually add anything to your coffee? (Other),What kind of dairy do you add? (Whole milk),What kind of dairy do you add? (Skim milk),What kind of dairy do you add? (Half and half),What kind of dairy do you add? (Coffee creamer),What kind of dairy do you add? (Flavored coffee creamer),What kind of dairy do you add? (Oat milk),What kind of dairy do you add? (Almond milk),What kind of dairy do you add? (Soy milk),What kind of dairy do you add? (Other),What kind of sugar or sweetener do you add? (Granulated Sugar),"What kind of sugar or sweetener do you add? (Artificial Sweeteners (e.g., Splenda))",What kind of sugar or sweetener do you add? (Honey),What kind of sugar or sweetener do you add? (Maple Syrup),What kind of sugar or sweetener do you add? (Stevia),What kind of sugar or sweetener do you add? (Agave Nectar),What kind of sugar or sweetener do you add? (Brown Sugar),What kind of sugar or sweetener do you add? (Raw Sugar (Turbinado)),"Before today's tasting, which of the following best described what kind of coffee you like?",How strong do you like your coffee?,What roast level of coffee do you prefer?,How much caffeine do you like in your coffee?,"Lastly, how would you rate your own coffee expertise?",Coffee A - Bitterness,Coffee A - Acidity,Coffee A - Personal Preference,Coffee B - Bitterness,Coffee B - Acidity,Coffee B - Personal Preference,Coffee C - Bitterness,Coffee C - Acidity,Coffee C - Personal Preference,Coffee D - Bitterness,Coffee D - Acidity,Coffee D - Personal Preference,"Between Coffee A, Coffee B, and Coffee C which did you prefer?","Between Coffee A and Coffee D, which did you prefer?","Lastly, what was your favorite overall coffee?",Do you work from home or in person?,"In total, much money do you typically spend on coffee in a month?",Why do you drink coffee? (It tastes good),Why do you drink coffee? (I need the caffeine),Why do you drink coffee? (I need the ritual),Why do you drink coffee? (It makes me go to the bathroom),Why do you drink coffee? (Other),Do you like the taste of coffee?,Do you know where your coffee comes from?,What is the most you've ever paid for a cup of coffee?,What is the most you'd ever be willing to pay for a cup of coffee?,Do you feel like you’re getting good value for your money when you buy coffee at a cafe?,Approximately how much have you spent on coffee equipment in the past 5 years?,Do you feel like you’re getting good value for your money with regards to your coffee equipment?,Gender,Education Level,Ethnicity/Race,Ethnicity/Race (please specify),Employment Status,Number of Children,Political Affiliation
AlbXGl,>65 years old,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,Espresso,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Fruity,Somewhat strong,Blonde,Full caffeine,6.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,2.0,4.0,2.0,4.0,Coffee B,Coffee D,Coffee D,I primarily work from home,$40-$60,1,0,0,0,0,Yes,Yes,$6-$8,$4-$6,Yes,$100-$300,Yes,Male,Bachelor's degree,White/Caucasian,,Retired,2,Democrat
9dJKR1,25-34 years old,2,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,Pourover,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Juicy,Very strong,Medium,Full caffeine,7.0,2.0,4.0,2.0,3.0,2.0,5.0,3.0,2.0,2.0,3.0,3.0,5.0,Coffee B,Coffee D,Coffee D,I primarily work from home,$40-$60,1,1,1,0,0,Yes,No,$15-$20,More than $20,Yes,$300-$500,Yes,Male,Bachelor's degree,Asian/Pacific Islander,,Employed full-time,,No affiliation
LdM2E1,45-54 years old,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,Pourover,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Bright,Medium,Medium,Full caffeine,7.0,2.0,4.0,5.0,4.0,2.0,2.0,3.0,4.0,3.0,2.0,5.0,5.0,Coffee A,Coffee A,Coffee A,I primarily work from home,>$100,1,0,1,0,1,,,,,,,,,,,,,,
6dQBzA,25-34 years old,2,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Americano,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,Floral,Medium,Medium,Full caffeine,5.0,1.0,5.0,5.0,2.0,2.0,3.0,4.0,1.0,4.0,3.0,3.0,5.0,Coffee A,Coffee D,Coffee D,I do a mix of both,$20-$40,1,1,0,0,0,Yes,Yes,$6-$8,Less than $2,No,$100-$300,Yes,Male,Doctorate or professional degree,White/Caucasian,,Employed full-time,1,No affiliation
dY2yKz,25-34 years old,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,Pourover,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Juicy,Somewhat strong,Light,Full caffeine,3.0,1.0,5.0,5.0,2.0,2.0,4.0,3.0,2.0,2.0,1.0,4.0,3.0,Coffee A,Coffee A,Coffee A,I do a mix of both,$20-$40,1,0,1,0,0,Yes,Yes,$10-$15,$10-$15,Yes,$100-$300,Yes,Male,Bachelor's degree,White/Caucasian,,Student,,Democrat
MAdxdX,25-34 years old,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,Iced coffee,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,Chocolatey,Somewhat light,Light,Full caffeine,5.0,1.0,3.0,4.0,3.0,1.0,5.0,2.0,4.0,3.0,4.0,5.0,1.0,Coffee B,Coffee A,Coffee B,I primarily work in person,$20-$40,1,1,0,0,0,Yes,Yes,$8-$10,$4-$6,No,Less than $20,Yes,Female,Some college or associate's degree,White/Caucasian,,Student,,Independent
6dQByN,25-34 years old,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,Pourover,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Nutty,Somewhat strong,Medium,Full caffeine,7.0,1.0,3.0,3.0,2.0,1.0,4.0,3.0,2.0,3.0,1.0,4.0,1.0,Coffee B,Coffee A,Coffee B,I primarily work from home,$40-$60,1,0,0,0,1,Yes,Yes,$10-$15,$15-$20,Yes,"More than $1,000",Yes,Female,Bachelor's degree,White/Caucasian,,Unemployed,,Democrat
dY2y1V,25-34 years old,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,Pourover,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,Nutty,Somewhat strong,Medium,Full caffeine,7.0,5.0,3.0,1.0,2.0,3.0,3.0,4.0,2.0,4.0,2.0,5.0,4.0,Coffee C,Coffee D,Coffee C,I primarily work from home,$40-$60,1,0,1,0,0,Yes,Yes,$10-$15,$15-$20,Yes,"More than $1,000",Yes,Male,Some college or associate's degree,White/Caucasian,,Employed full-time,,Democrat
42NbAb,>65 years old,4,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,Regular drip coffee,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Bold,Somewhat strong,Dark,Full caffeine,5.0,3.0,4.0,2.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,5.0,2.0,Coffee B,Coffee A,Coffee B,,$20-$40,1,1,0,0,0,Yes,Yes,Less than $2,$2-$4,No,$300-$500,Yes,Male,Some college or associate's degree,White/Caucasian,,Retired,1,No affiliation
rlrZlN,35-44 years old,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,Mocha,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,Sweet,Somewhat light,Blonde,Full caffeine,2.0,1.0,2.0,5.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,2.0,Coffee A,Coffee A,Coffee A,I primarily work in person,$20-$40,0,1,1,1,0,No,No,$6-$8,$10-$15,Yes,$20-$50,Yes,Female,Doctorate or professional degree,White/Caucasian,,Employed full-time,,Democrat
VZ16xN,55-64 years old,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,Latte,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,Chocolatey,Medium,Medium,Full caffeine,5.0,3.0,5.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,3.0,4.0,4.0,Coffee B,Coffee D,Coffee D,I primarily work from home,<$20,0,0,1,0,0,Yes,No,$4-$6,$4-$6,No,$300-$500,Yes,Male,Bachelor's degree,White/Caucasian,,Employed full-time,,No affiliation
OABNdK,35-44 years old,2,1,1,1,0,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,Cortado,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Nutty,Somewhat strong,Medium,Full caffeine,7.0,4.0,3.0,5.0,1.0,4.0,4.0,3.0,2.0,2.0,1.0,5.0,4.0,Coffee A,Coffee A,Coffee A,I primarily work in person,$40-$60,1,1,1,1,0,Yes,Yes,$6-$8,$8-$10,No,$500-$1000,Yes,Male,Some college or associate's degree,White/Caucasian,,Employed full-time,,Democrat
VZ16oa,45-54 years old,4,1,1,0,1,0,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,Cappuccino,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Sweet,Somewhat strong,Medium,Full caffeine,8.0,3.0,4.0,2.0,3.0,3.0,4.0,2.0,2.0,4.0,3.0,5.0,1.0,Coffee B,Coffee A,Coffee B,I primarily work from home,$60-$80,1,1,1,0,0,Yes,No,$8-$10,$4-$6,No,$500-$1000,Yes,Male,Bachelor's degree,,,,,
zKQ6zR,25-34 years old,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,Regular drip coffee,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Caramalized,Medium,Light,Full caffeine,6.0,2.0,4.0,5.0,4.0,3.0,4.0,5.0,2.0,1.0,2.0,5.0,4.0,Coffee A,Coffee A,Coffee A,I primarily work in person,$20-$40,1,1,0,0,0,Yes,Yes,$8-$10,$8-$10,Yes,$300-$500,Yes,Female,Bachelor's degree,White/Caucasian,,Employed full-time,,Independent
NABZJQ,25-34 years old,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,Americano,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Floral,Somewhat strong,Light,Full caffeine,5.0,1.0,5.0,5.0,3.0,1.0,2.0,5.0,1.0,1.0,1.0,4.0,4.0,Coffee A,Coffee A,Coffee A,I primarily work from home,$20-$40,1,1,0,0,0,Yes,No,$8-$10,$6-$8,No,$300-$500,Yes,Male,Master's degree,White/Caucasian,,Employed full-time,,No affiliation
ylqa8X,35-44 years old,2,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,Pourover,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Juicy,Medium,Light,Full caffeine,7.0,2.0,4.0,5.0,3.0,2.0,3.0,4.0,2.0,2.0,1.0,3.0,5.0,Coffee A,Coffee A,Coffee A,I do a mix of both,<$20,1,0,1,0,0,Yes,Yes,$4-$6,$6-$8,Yes,$300-$500,Yes,Male,Bachelor's degree,White/Caucasian,,Employed full-time,,No affiliation
KMBj2X,25-34 years old,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,Pourover,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Bright,Somewhat strong,Light,Full caffeine,8.0,2.0,4.0,5.0,3.0,3.0,4.0,3.0,2.0,4.0,1.0,5.0,3.0,Coffee A,Coffee A,Coffee A,I primarily work from home,$20-$40,1,1,0,0,0,Yes,Yes,$6-$8,$6-$8,No,"More than $1,000",Yes,Male,Bachelor's degree,Asian/Pacific Islander,,Employed full-time,,No affiliation
kYRP2R,18-24 years old,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,Latte,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Fruity,Somewhat light,Light,Full caffeine,6.0,2.0,4.0,2.0,4.0,1.0,4.0,3.0,2.0,3.0,2.0,3.0,5.0,Coffee B,Coffee D,Coffee D,,,1,1,1,1,1,,,,,,,,,,,,,,
jB9VRa,25-34 years old,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,Cortado,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,Chocolatey,Somewhat strong,Dark,Full caffeine,8.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,3.0,5.0,Coffee C,Coffee D,Coffee D,I primarily work from home,$20-$40,1,1,1,0,0,Yes,Yes,$6-$8,$6-$8,No,"More than $1,000",Yes,Male,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat
aBrMLB,25-34 years old,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,Latte,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Fruity,Somewhat light,Light,Full caffeine,1.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,1.0,2.0,2.0,4.0,Coffee A,Coffee A,Coffee A,I primarily work from home,<$20,0,1,0,0,0,No,No,$10-$15,$8-$10,Yes,Less than $20,Yes,Female,Some college or associate's degree,Hispanic/Latino,,Employed full-time,1,Democrat
YZzAAJ,25-34 years old,4,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,Americano,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,Nutty,Very strong,Dark,Full caffeine,7.0,2.0,4.0,3.0,4.0,3.0,5.0,3.0,1.0,4.0,1.0,2.0,1.0,Coffee B,Coffee A,Coffee B,I do a mix of both,$40-$60,1,1,1,0,0,Yes,No,$8-$10,$8-$10,No,"More than $1,000",Yes,Female,Bachelor's degree,White/Caucasian,,Student,,Independent
GrBPVL,45-54 years old,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,Pourover,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Sweet,Medium,Light,Full caffeine,5.0,1.0,5.0,2.0,4.0,2.0,2.0,4.0,3.0,3.0,1.0,3.0,4.0,Coffee C,Coffee D,Coffee D,,,1,1,1,1,1,,,,,,,,,,,,,,
9dJK05,25-34 years old,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,Latte,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,Chocolatey,Somewhat strong,Medium,Full caffeine,6.0,1.0,5.0,1.0,3.0,2.0,5.0,3.0,3.0,3.0,4.0,4.0,3.0,Coffee C,Coffee D,Coffee C,I primarily work from home,$20-$40,1,1,1,1,0,Yes,Yes,$8-$10,More than $20,No,$300-$500,Yes,Male,Bachelor's degree,White/Caucasian,,Employed full-time,,No affiliation
24x6G9,25-34 years old,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,Cold brew,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,Floral,Somewhat strong,Blonde,Full caffeine,5.0,4.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,1.0,2.0,3.0,1.0,Coffee A,Coffee A,Coffee A,I primarily work from home,>$100,1,1,0,0,0,Yes,Yes,$10-$15,$10-$15,Yes,$500-$1000,Yes,Female,Bachelor's degree,White/Caucasian,,Homemaker,2,Democrat
rlrZQ2,25-34 years old,Less than 1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,Iced coffee,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,Chocolatey,Medium,Medium,Half caff,1.0,2.0,3.0,3.0,2.0,3.0,5.0,2.0,2.0,4.0,1.0,4.0,2.0,Coffee B,Coffee A,Coffee B,I primarily work from home,<$20,1,1,0,0,0,Yes,No,$4-$6,$6-$8,No,Less than $20,,Female,Some college or associate's degree,White/Caucasian,,Student,,Democrat
YZzA1B,25-34 years old,2,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,Latte,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Chocolatey,Somewhat strong,Medium,Full caffeine,8.0,2.0,2.0,5.0,1.0,3.0,3.0,4.0,2.0,2.0,4.0,3.0,2.0,Coffee A,Coffee A,Coffee A,I primarily work from home,$80-$100,1,1,0,0,0,Yes,Yes,$10-$15,More than $20,Yes,$500-$1000,No,Male,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat
xdNW7d,25-34 years old,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,Iced coffee,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Full Bodied,Somewhat strong,Medium,Full caffeine,8.0,3.0,2.0,1.0,2.0,2.0,3.0,4.0,3.0,2.0,1.0,4.0,4.0,Coffee B,Coffee D,Coffee D,I do a mix of both,$40-$60,1,1,0,0,0,Yes,Yes,$4-$6,$6-$8,Yes,"More than $1,000",Yes,Male,Master's degree,Hispanic/Latino,,Employed full-time,,Democrat
ylqaBg,25-34 years old,Less than 1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,Americano,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Fruity,Medium,Light,Full caffeine,6.0,1.0,4.0,5.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,5.0,4.0,Coffee A,Coffee A,Coffee A,I primarily work from home,$20-$40,1,1,0,0,0,Yes,Yes,$8-$10,$8-$10,No,$50-$100,Yes,Female,Bachelor's degree,Asian/Pacific Islander,,Unemployed,,No affiliation
jB9V84,25-34 years old,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,Cortado,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Bright,Medium,Light,Full caffeine,7.0,1.0,4.0,4.0,3.0,2.0,3.0,3.0,1.0,3.0,4.0,3.0,3.0,Coffee A,Coffee A,Coffee A,I do a mix of both,$60-$80,1,1,0,0,0,Yes,Yes,$6-$8,$8-$10,Yes,"More than $1,000",Yes,Male,Master's degree,Asian/Pacific Islander,,Employed full-time,,Democrat
vNx95D,35-44 years old,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,Cortado,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,Caramalized,Medium,Medium,Full caffeine,5.0,1.0,5.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,1.0,4.0,2.0,Coffee A,Coffee A,Coffee A,I primarily work from home,$40-$60,1,0,1,0,0,Yes,Yes,$8-$10,$8-$10,No,"More than $1,000",Yes,Female,,,,,,
LdM22p,18-24 years old,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,Iced coffee,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,Juicy,Somewhat strong,Light,Full caffeine,8.0,2.0,4.0,4.0,2.0,2.0,3.0,4.0,1.0,2.0,2.0,5.0,5.0,Coffee A,Coffee D,Coffee D,I primarily work from home,$20-$40,1,0,0,0,0,Yes,Yes,$6-$8,$6-$8,Yes,$500-$1000,Yes,Female,Some college or associate's degree,White/Caucasian,,Student,,Democrat
NABZ2j,25-34 years old,Less than 1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,Cappuccino,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,Caramalized,Medium,Light,Half caff,2.0,1.0,5.0,5.0,4.0,2.0,4.0,5.0,4.0,2.0,2.0,4.0,4.0,Coffee A,Coffee A,Coffee A,I primarily work in person,<$20,1,0,1,0,0,Yes,Yes,$8-$10,$8-$10,No,Less than $20,Yes,Female,Bachelor's degree,Asian/Pacific Islander,,Employed full-time,,Democrat
RzB9yj,45-54 years old,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,Latte,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,Chocolatey,Medium,Light,Full caffeine,6.0,3.0,4.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,2.0,4.0,1.0,Coffee B,Coffee A,Coffee B,I do a mix of both,$80-$100,1,0,1,0,0,Yes,Yes,$6-$8,$4-$6,Yes,$50-$100,Yes,Male,Master's degree,Asian/Pacific Islander,,Employed full-time,2,Democrat
qbElqg,25-34 years old,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,Pourover,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Fruity,Somewhat light,Light,Full caffeine,5.0,3.0,3.0,5.0,4.0,2.0,4.0,2.0,3.0,3.0,1.0,5.0,3.0,Coffee A,Coffee A,Coffee A,I do a mix of both,$40-$60,1,1,1,0,1,Yes,No,$6-$8,$8-$10,No,$100-$300,Yes,Other (please specify),Bachelor's degree,White/Caucasian,,Employed full-time,,Independent
GrBPPk,25-34 years old,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,Latte,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,Sweet,Medium,Medium,Full caffeine,4.0,1.0,5.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,4.0,1.0,Coffee B,Coffee A,Coffee B,I primarily work in person,<$20,1,1,0,0,0,Yes,No,$4-$6,$8-$10,No,$100-$300,Yes,Male,Bachelor's degree,Black/African American,,Employed full-time,,Republican
DVvGQq,35-44 years old,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,Americano,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Fruity,Somewhat strong,Light,Full caffeine,8.0,2.0,3.0,4.0,2.0,2.0,4.0,4.0,1.0,2.0,1.0,4.0,5.0,Coffee A,Coffee D,Coffee C,,,1,1,1,1,1,,,,,,,,,,,,,,
EPbOpX,18-24 years old,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,Pourover,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Floral,Medium,Light,Full caffeine,8.0,2.0,4.0,5.0,3.0,3.0,4.0,4.0,2.0,2.0,1.0,5.0,3.0,Coffee A,Coffee A,Coffee A,I do a mix of both,$40-$60,1,1,1,0,0,Yes,Yes,$8-$10,More than $20,No,$50-$100,Yes,Male,Bachelor's degree,White/Caucasian,,Student,,Democrat
6dQBgk,25-34 years old,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,Cappuccino,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Fruity,Medium,Light,Full caffeine,5.0,1.0,5.0,5.0,3.0,2.0,3.0,4.0,1.0,2.0,1.0,4.0,4.0,Coffee A,Coffee A,Coffee A,I primarily work in person,$20-$40,1,1,1,0,0,Yes,Yes,$4-$6,$6-$8,Yes,$100-$300,Yes,Female,Bachelor's degree,Asian/Pacific Islander,,Employed full-time,,Democrat
VZ16Wy,25-34 years old,Less than 1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,Latte,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,Caramalized,Somewhat light,Medium,Decaf,3.0,2.0,4.0,4.0,4.0,1.0,2.0,2.0,3.0,5.0,3.0,2.0,3.0,Coffee C,Coffee D,Coffee C,I primarily work from home,$20-$40,1,0,0,0,0,Yes,No,$8-$10,$8-$10,No,$100-$300,Yes,Female,Bachelor's degree,White/Caucasian,,Homemaker,2,Democrat
GrBP8o,<18 years old,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,Pourover,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Floral,Somewhat light,Light,Full caffeine,6.0,1.0,5.0,5.0,4.0,2.0,2.0,5.0,1.0,3.0,1.0,4.0,5.0,Coffee A,Coffee A,Coffee A,,$20-$40,1,0,0,0,0,Yes,Yes,$6-$8,$10-$15,Yes,$100-$300,Yes,Male,Bachelor's degree,White/Caucasian,,Student,,No affiliation
MAdxWM,25-34 years old,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,Regular drip coffee,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,Juicy,Medium,Medium,Full caffeine,1.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,2.0,2.0,3.0,3.0,Coffee A,Coffee A,Coffee A,I primarily work from home,$20-$40,1,0,1,0,0,Yes,No,$8-$10,$8-$10,Yes,Less than $20,Yes,Male,Bachelor's degree,White/Caucasian,,Unemployed,,Independent
J2k4Po,25-34 years old,2,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,Espresso,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Juicy,Medium,Light,Full caffeine,7.0,2.0,4.0,3.0,3.0,3.0,2.0,4.0,1.0,1.0,1.0,4.0,4.0,Coffee A,Coffee D,Coffee D,I primarily work from home,$20-$40,1,0,1,0,0,Yes,Yes,$15-$20,$15-$20,No,$500-$1000,Yes,Male,Bachelor's degree,White/Caucasian,,Employed full-time,,No affiliation
GrBP2o,18-24 years old,Less than 1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Other,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Fruity,,Blonde,Decaf,1.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,4.0,4.0,Coffee C,Coffee D,Coffee B,I primarily work in person,<$20,0,0,0,1,0,No,No,,,,,,Female,,,,,,
